Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Mauritania,MRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1732.5873164505
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.936
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.2200002670288
Mauritius,MUS,"Population, total",SP.POP.TOTL,1262605
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,2030
Mauritius,MUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9476.665389032
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3531707317073
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.40999984741211
Mexico,MEX,"Population, total",SP.POP.TOTL,121858258
Mexico,MEX,Land area (sq. km),AG.LND.TOTL.K2,1943950
Mexico,MEX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10042.1389566471
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.904
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.30999994277954
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,108895
"Micronesia, Fed. Sts.",FSM,Land area (sq. km),AG.LND.TOTL.K2,700
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2718.46155139885
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.315
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Moldova,MDA,"Population, total",SP.POP.TOTL,2834530
Moldova,MDA,Land area (sq. km),AG.LND.TOTL.K2,32880
Moldova,MDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2953.7226560529
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.478
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.69000005722046
Monaco,MCO,"Population, total",SP.POP.TOTL,37718
Monaco,MCO,Land area (sq. km),AG.LND.TOTL.K2,2.027
Monaco,MCO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,189548.144274363
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2998439
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,1557255.4
Mongolia,MNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3895.41336222074
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.111
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.8600001335144
Montenegro,MNE,"Population, total",SP.POP.TOTL,622159
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,13450
Montenegro,MNE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7286.45969413403
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.452
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.5400009155273
Morocco,MAR,"Population, total",SP.POP.TOTL,34663603
Morocco,MAR,Land area (sq. km),AG.LND.TOTL.K2,446300
Morocco,MAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3222.05417836739
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.726
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.46000003814697
Mozambique,MOZ,"Population, total",SP.POP.TOTL,27042002
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,786380
Mozambique,MOZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,580.05008576604
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.206
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.4300000667572
Myanmar,MMR,"Population, total",SP.POP.TOTL,52680726
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,653080
Myanmar,MMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1335.20387198505
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.81
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.769999980926514
Namibia,NAM,"Population, total",SP.POP.TOTL,2314904
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,823290
Namibia,NAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6274.75311451583
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.119
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.8899993896484
Nauru,NRU,"Population, total",SP.POP.TOTL,12475
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,20
Nauru,NRU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8006.85313196639
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Nepal,NPL,"Population, total",SP.POP.TOTL,27015031
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,143350
Nepal,NPL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,731.9993357351
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.515
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.09999990463257
Netherlands,NLD,"Population, total",SP.POP.TOTL,16939923
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,33670
Netherlands,NLD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,51871.5765164663
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.509756097561
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.86999988555908
New Caledonia,NCL,"Population, total",SP.POP.TOTL,272400
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,18280
New Caledonia,NCL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2804878048781
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.75
New Zealand,NZL,"Population, total",SP.POP.TOTL,4609400
New Zealand,NZL,Land area (sq. km),AG.LND.TOTL.K2,263310
New Zealand,NZL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36683.0914688364
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4568292682927
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.34999990463257
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6223240
Nicaragua,NIC,Land area (sq. km),AG.LND.TOTL.K2,120340
Nicaragua,NIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1836.01072215331
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.649
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.69999980926514
Niger,NER,"Population, total",SP.POP.TOTL,20001663
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,1266700
Niger,NER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,520.756109495491
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.631
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.519999980926514
Nigeria,NGA,"Population, total",SP.POP.TOTL,181137448
Nigeria,NGA,Land area (sq. km),AG.LND.TOTL.K2,910770
Nigeria,NGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2549.72319671071
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.112
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.30999994277954
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2079328
North Macedonia,MKD,Land area (sq. km),AG.LND.TOTL.K2,25220
North Macedonia,MKD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5105.40223505595
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.406
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.0699996948242
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,55780
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,460
Northern Mariana Islands,MNP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14626.2523721782
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Norway,NOR,"Population, total",SP.POP.TOTL,5188607
Norway,NOR,Land area (sq. km),AG.LND.TOTL.K2,365190.7
Norway,NOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,90029.3556416645
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3048780487805
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.30000019073486
Oman,OMN,"Population, total",SP.POP.TOTL,4267348
Oman,OMN,Land area (sq. km),AG.LND.TOTL.K2,309500
Oman,OMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16658.0946473179
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.887
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.3199999332428
Pakistan,PAK,"Population, total",SP.POP.TOTL,199426964
Pakistan,PAK,Land area (sq. km),AG.LND.TOTL.K2,770880
Pakistan,PAK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1081.29436599486
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.577
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.5699999332428
Palau,PLW,"Population, total",SP.POP.TOTL,17665
Palau,PLW,Land area (sq. km),AG.LND.TOTL.K2,460
Palau,PLW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12608.8848998737
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Panama,PAN,"Population, total",SP.POP.TOTL,3968487
Panama,PAN,Land area (sq. km),AG.LND.TOTL.K2,74120
Panama,PAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10765.9102941448
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.776
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,8107775
Papua New Guinea,PNG,Land area (sq. km),AG.LND.TOTL.K2,452860
Papua New Guinea,PNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2336.80555136735
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.466
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.55999994277954
Paraguay,PRY,"Population, total",SP.POP.TOTL,6688746
Paraguay,PRY,Land area (sq. km),AG.LND.TOTL.K2,397300
Paraguay,PRY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4944.19164107741
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.662
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.55999994277954
Peru,PER,"Population, total",SP.POP.TOTL,30470734
Peru,PER,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6114.22721428779
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.792
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.92000007629395
Philippines,PHL,"Population, total",SP.POP.TOTL,102113212
Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,298170
Philippines,PHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2735.18753202715
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.644
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.0699999332428
Poland,POL,"Population, total",SP.POP.TOTL,37986412
Poland,POL,Land area (sq. km),AG.LND.TOTL.K2,306190
Poland,POL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14610.8751967149
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4512195121951
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.5
Portugal,PRT,"Population, total",SP.POP.TOTL,10358076
Portugal,PRT,Land area (sq. km),AG.LND.TOTL.K2,91605.6
Portugal,PRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,22018.0094547526
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1243902439025
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.4399995803833
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3473232
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,8870
Puerto Rico,PRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27518.7724955597
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.353487804878
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12
Qatar,QAT,"Population, total",SP.POP.TOTL,2565710
Qatar,QAT,Land area (sq. km),AG.LND.TOTL.K2,11490
Qatar,QAT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,67443.0506636239
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.758
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.170000001788139
Romania,ROU,"Population, total",SP.POP.TOTL,19815616
Romania,ROU,Land area (sq. km),AG.LND.TOTL.K2,230080
Romania,ROU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9660.42969131549
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9121951219512
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.80999994277954
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144096870
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11355.2363049672
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1834146341463
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.57000017166138
Rwanda,RWA,"Population, total",SP.POP.TOTL,11369071
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,24670
Rwanda,RWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,764.620566692136
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.45
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.13999998569489
Samoa,WSM,"Population, total",SP.POP.TOTL,193513
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,2830
Samoa,WSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3558.12323361121
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.73
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.65999984741211
San Marino,SMR,"Population, total",SP.POP.TOTL,33272
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,60
San Marino,SMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48640.43107797
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,199432
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,960
Sao Tome and Principe,STP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1232.17123845527
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.377
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.460000038147
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,31717667
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,2149690
Saudi Arabia,SAU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21399.1071931505
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.651
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.59000015258789
Senegal,SEN,"Population, total",SP.POP.TOTL,14578459
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,192530
Senegal,SEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1384.51922733514
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.747
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.76000022888184
Serbia,SRB,"Population, total",SP.POP.TOTL,7095383
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,87460
Serbia,SRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6157.24668440053
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2878048780488
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.6599998474121
Seychelles,SYC,"Population, total",SP.POP.TOTL,93419
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,460
Seychelles,SYC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13187.6119451562
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2951219512195
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7171914
Sierra Leone,SLE,Land area (sq. km),AG.LND.TOTL.K2,72180
Sierra Leone,SLE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,441.137664064293
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.941
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.6399998664856
Singapore,SGP,"Population, total",SP.POP.TOTL,5535002
Singapore,SGP,Land area (sq. km),AG.LND.TOTL.K2,709
Singapore,SGP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,54009.7389181265
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7439024390244
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.78999996185303
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,38825
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,34
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.219512195122
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5423801
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,48082
Slovak Republic,SVK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,18898.1769875395
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5634146341463
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.4799995422363
Slovenia,SVN,"Population, total",SP.POP.TOTL,2063531
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,20142.6
Slovenia,SVN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,23826.1315045936
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7756097560976
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.96000003814697
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,603118
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,27990
Solomon Islands,SLB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1656.04813634309
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.173
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.670000016689301
Somalia,SOM,"Population, total",SP.POP.TOTL,13797201
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,627340
Somalia,SOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.92
Somalia,SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.25
South Africa,ZAF,"Population, total",SP.POP.TOTL,55386369
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,1213090
South Africa,ZAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7556.78830594696
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.649
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,25.1499996185303
South Sudan,SSD,"Population, total",SP.POP.TOTL,10715658
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,631957.218
South Sudan,SSD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,730.932042674055
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.855
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.4499998092651
Spain,ESP,"Population, total",SP.POP.TOTL,46444832
Spain,ESP,Land area (sq. km),AG.LND.TOTL.K2,499661
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,30549.7918140542
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8317073170732
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.0599994659424
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,20970000
Sri Lanka,LKA,Land area (sq. km),AG.LND.TOTL.K2,61893
Sri Lanka,LKA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3647.39342128753
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.316
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.51999998092651
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,51204
St. Kitts and Nevis,KNA,Land area (sq. km),AG.LND.TOTL.K2,260
St. Kitts and Nevis,KNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16726.3592744297
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,179126
St. Lucia,LCA,Land area (sq. km),AG.LND.TOTL.K2,610
St. Lucia,LCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8491.99346724159
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.596
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.6700000762939
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,35858
St. Martin (French part),MAF,Land area (sq. km),AG.LND.TOTL.K2,50
St. Martin (French part),MAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.3219512195122
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,109148
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,390
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6580.82320902981
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.095
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.1599998474121
Sudan,SDN,"Population, total",SP.POP.TOTL,38902950
Sudan,SDN,Land area (sq. km),AG.LND.TOTL.K2,1849351.206
Sudan,SDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1825.72155898504
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.429
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.2900009155273
Suriname,SUR,"Population, total",SP.POP.TOTL,559136
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,156000
Suriname,SUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8464.75911328247
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.249
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.21999979019165
Sweden,SWE,"Population, total",SP.POP.TOTL,9799186
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,407310
Sweden,SWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,56339.9942972911
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2048780487805
